INFO - [08/20 18:56:38] - 
***********Begins test no. 1.
INFO - [08/20 18:56:38] - The projected low rank is 144.
DEBUG - [08/20 18:56:45] - Enter The 4-th iteration of inner loop
DEBUG - [08/20 18:56:45] - The improvement of inner step is 0.014261
DEBUG - [08/20 18:56:45] - Enter The 5-th iteration of inner loop
DEBUG - [08/20 18:56:45] - The improvement of inner step is 0.011516
DEBUG - [08/20 18:56:45] - Enter The 6-th iteration of inner loop
DEBUG - [08/20 18:56:45] - The improvement of inner step is 0.015155
DEBUG - [08/20 18:56:45] - Enter The 7-th iteration of inner loop
DEBUG - [08/20 18:56:45] - The improvement of inner step is 0.019490
DEBUG - [08/20 18:56:45] - Enter The 8-th iteration of inner loop
DEBUG - [08/20 18:56:45] - The improvement of inner step is 0.021660
DEBUG - [08/20 18:56:45] - Enter The 9-th iteration of inner loop
DEBUG - [08/20 18:56:45] - The improvement of inner step is 0.021139
DEBUG - [08/20 18:56:45] - Enter The 10-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.018387
DEBUG - [08/20 18:56:46] - Enter The 11-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.014525
DEBUG - [08/20 18:56:46] - Enter The 12-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.011331
DEBUG - [08/20 18:56:46] - Enter The 13-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.010708
DEBUG - [08/20 18:56:46] - Enter The 14-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.012318
DEBUG - [08/20 18:56:46] - Enter The 15-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.014105
DEBUG - [08/20 18:56:46] - Enter The 16-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.014861
DEBUG - [08/20 18:56:46] - Enter The 17-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.014328
DEBUG - [08/20 18:56:46] - Enter The 18-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.012820
DEBUG - [08/20 18:56:46] - Enter The 19-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.011030
DEBUG - [08/20 18:56:46] - Enter The 20-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.009829
DEBUG - [08/20 18:56:46] - Enter The 21-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.009725
DEBUG - [08/20 18:56:46] - Enter The 22-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.010366
DEBUG - [08/20 18:56:46] - Enter The 23-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.011012
DEBUG - [08/20 18:56:46] - Enter The 24-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.011191
DEBUG - [08/20 18:56:46] - Enter The 25-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.010813
DEBUG - [08/20 18:56:46] - Enter The 26-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.010072
DEBUG - [08/20 18:56:46] - Enter The 27-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.009321
DEBUG - [08/20 18:56:46] - Enter The 28-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.008887
DEBUG - [08/20 18:56:46] - Enter The 29-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.008868
DEBUG - [08/20 18:56:46] - Enter The 30-th iteration of inner loop
DEBUG - [08/20 18:56:46] - The improvement of inner step is 0.009084
DEBUG - [08/20 18:56:47] - Enter The 1-th iteration of inner loop
DEBUG - [08/20 18:56:47] - Enter The 2-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.012220
DEBUG - [08/20 18:56:47] - Enter The 3-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.010396
DEBUG - [08/20 18:56:47] - Enter The 4-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008847
DEBUG - [08/20 18:56:47] - Enter The 5-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008389
DEBUG - [08/20 18:56:47] - Enter The 6-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008980
DEBUG - [08/20 18:56:47] - Enter The 7-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.009826
DEBUG - [08/20 18:56:47] - Enter The 8-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.010283
DEBUG - [08/20 18:56:47] - Enter The 9-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.010140
DEBUG - [08/20 18:56:47] - Enter The 10-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.009514
DEBUG - [08/20 18:56:47] - Enter The 11-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008731
DEBUG - [08/20 18:56:47] - Enter The 12-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008174
DEBUG - [08/20 18:56:47] - Enter The 13-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008053
DEBUG - [08/20 18:56:47] - Enter The 14-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008269
DEBUG - [08/20 18:56:47] - Enter The 15-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008541
DEBUG - [08/20 18:56:47] - Enter The 16-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008646
DEBUG - [08/20 18:56:47] - Enter The 17-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008513
DEBUG - [08/20 18:56:47] - Enter The 18-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.008214
DEBUG - [08/20 18:56:47] - Enter The 19-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.007892
DEBUG - [08/20 18:56:47] - Enter The 20-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.007683
DEBUG - [08/20 18:56:47] - Enter The 21-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.007634
DEBUG - [08/20 18:56:47] - Enter The 22-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.007690
DEBUG - [08/20 18:56:47] - Enter The 23-th iteration of inner loop
DEBUG - [08/20 18:56:47] - The improvement of inner step is 0.007751
DEBUG - [08/20 18:56:47] - Enter The 24-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.007743
DEBUG - [08/20 18:56:48] - Enter The 25-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.007648
DEBUG - [08/20 18:56:48] - Enter The 26-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.007502
DEBUG - [08/20 18:56:48] - Enter The 27-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.007360
DEBUG - [08/20 18:56:48] - Enter The 28-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.007266
DEBUG - [08/20 18:56:48] - Enter The 29-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.007228
DEBUG - [08/20 18:56:48] - Enter The 30-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.007222
DEBUG - [08/20 18:56:48] - Enter The 1-th iteration of inner loop
DEBUG - [08/20 18:56:48] - Enter The 2-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.007046
DEBUG - [08/20 18:56:48] - Enter The 3-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.006876
DEBUG - [08/20 18:56:48] - Enter The 4-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.006746
DEBUG - [08/20 18:56:48] - Enter The 5-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.006700
DEBUG - [08/20 18:56:48] - Enter The 6-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.006725
DEBUG - [08/20 18:56:48] - Enter The 7-th iteration of inner loop
DEBUG - [08/20 18:56:48] - The improvement of inner step is 0.006771
DEBUG - [08/20 18:56:48] - Enter The 8-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006788
DEBUG - [08/20 18:56:49] - Enter The 9-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006755
DEBUG - [08/20 18:56:49] - Enter The 10-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006682
DEBUG - [08/20 18:56:49] - Enter The 11-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006599
DEBUG - [08/20 18:56:49] - Enter The 12-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006535
DEBUG - [08/20 18:56:49] - Enter The 13-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006501
DEBUG - [08/20 18:56:49] - Enter The 14-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006489
DEBUG - [08/20 18:56:49] - Enter The 15-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006482
DEBUG - [08/20 18:56:49] - Enter The 16-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006462
DEBUG - [08/20 18:56:49] - Enter The 17-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006425
DEBUG - [08/20 18:56:49] - Enter The 18-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006375
DEBUG - [08/20 18:56:49] - Enter The 19-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006325
DEBUG - [08/20 18:56:49] - Enter The 20-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006283
DEBUG - [08/20 18:56:49] - Enter The 21-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006251
DEBUG - [08/20 18:56:49] - Enter The 22-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006227
DEBUG - [08/20 18:56:49] - Enter The 23-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006202
DEBUG - [08/20 18:56:49] - Enter The 24-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006174
DEBUG - [08/20 18:56:49] - Enter The 25-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006139
DEBUG - [08/20 18:56:49] - Enter The 26-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006101
DEBUG - [08/20 18:56:49] - Enter The 27-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006064
DEBUG - [08/20 18:56:49] - Enter The 28-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006030
DEBUG - [08/20 18:56:49] - Enter The 29-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.006000
DEBUG - [08/20 18:56:49] - Enter The 30-th iteration of inner loop
DEBUG - [08/20 18:56:49] - The improvement of inner step is 0.005972
DEBUG - [08/20 18:56:50] - Enter The 1-th iteration of inner loop
DEBUG - [08/20 18:56:50] - Enter The 2-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005602
DEBUG - [08/20 18:56:50] - Enter The 3-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005588
DEBUG - [08/20 18:56:50] - Enter The 4-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005573
DEBUG - [08/20 18:56:50] - Enter The 5-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005561
DEBUG - [08/20 18:56:50] - Enter The 6-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005551
DEBUG - [08/20 18:56:50] - Enter The 7-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005541
DEBUG - [08/20 18:56:50] - Enter The 8-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005528
DEBUG - [08/20 18:56:50] - Enter The 9-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005512
DEBUG - [08/20 18:56:50] - Enter The 10-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005493
DEBUG - [08/20 18:56:50] - Enter The 11-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005472
DEBUG - [08/20 18:56:50] - Enter The 12-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005452
DEBUG - [08/20 18:56:50] - Enter The 13-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005432
DEBUG - [08/20 18:56:50] - Enter The 14-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005414
DEBUG - [08/20 18:56:50] - Enter The 15-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005395
DEBUG - [08/20 18:56:50] - Enter The 16-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005376
DEBUG - [08/20 18:56:50] - Enter The 17-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005355
DEBUG - [08/20 18:56:50] - Enter The 18-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005334
DEBUG - [08/20 18:56:50] - Enter The 19-th iteration of inner loop
DEBUG - [08/20 18:56:50] - The improvement of inner step is 0.005312
DEBUG - [08/20 18:56:50] - Enter The 20-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005291
DEBUG - [08/20 18:56:51] - Enter The 21-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005270
DEBUG - [08/20 18:56:51] - Enter The 22-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005250
DEBUG - [08/20 18:56:51] - Enter The 23-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005229
DEBUG - [08/20 18:56:51] - Enter The 24-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005209
DEBUG - [08/20 18:56:51] - Enter The 25-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005188
DEBUG - [08/20 18:56:51] - Enter The 26-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005167
DEBUG - [08/20 18:56:51] - Enter The 27-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005146
DEBUG - [08/20 18:56:51] - Enter The 28-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005126
DEBUG - [08/20 18:56:51] - Enter The 29-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005106
DEBUG - [08/20 18:56:51] - Enter The 30-th iteration of inner loop
DEBUG - [08/20 18:56:51] - The improvement of inner step is 0.005086
DEBUG - [08/20 18:56:51] - Enter The 1-th iteration of inner loop
DEBUG - [08/20 18:56:51] - Enter The 2-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004808
DEBUG - [08/20 18:56:52] - Enter The 3-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004802
DEBUG - [08/20 18:56:52] - Enter The 4-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004794
DEBUG - [08/20 18:56:52] - Enter The 5-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004787
DEBUG - [08/20 18:56:52] - Enter The 6-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004779
DEBUG - [08/20 18:56:52] - Enter The 7-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004771
DEBUG - [08/20 18:56:52] - Enter The 8-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004762
DEBUG - [08/20 18:56:52] - Enter The 9-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004751
DEBUG - [08/20 18:56:52] - Enter The 10-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004739
DEBUG - [08/20 18:56:52] - Enter The 11-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004726
DEBUG - [08/20 18:56:52] - Enter The 12-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004713
DEBUG - [08/20 18:56:52] - Enter The 13-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004700
DEBUG - [08/20 18:56:52] - Enter The 14-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004687
DEBUG - [08/20 18:56:52] - Enter The 15-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004674
DEBUG - [08/20 18:56:52] - Enter The 16-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004660
DEBUG - [08/20 18:56:52] - Enter The 17-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004646
DEBUG - [08/20 18:56:52] - Enter The 18-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004632
DEBUG - [08/20 18:56:52] - Enter The 19-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004618
DEBUG - [08/20 18:56:52] - Enter The 20-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004604
DEBUG - [08/20 18:56:52] - Enter The 21-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004589
DEBUG - [08/20 18:56:52] - Enter The 22-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004575
DEBUG - [08/20 18:56:52] - Enter The 23-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004561
DEBUG - [08/20 18:56:52] - Enter The 24-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004547
DEBUG - [08/20 18:56:52] - Enter The 25-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004533
DEBUG - [08/20 18:56:52] - Enter The 26-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004518
DEBUG - [08/20 18:56:52] - Enter The 27-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004504
DEBUG - [08/20 18:56:52] - Enter The 28-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004490
DEBUG - [08/20 18:56:52] - Enter The 29-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004476
DEBUG - [08/20 18:56:52] - Enter The 30-th iteration of inner loop
DEBUG - [08/20 18:56:52] - The improvement of inner step is 0.004462
DEBUG - [08/20 18:56:53] - Enter The 1-th iteration of inner loop
DEBUG - [08/20 18:56:53] - Enter The 2-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004262
DEBUG - [08/20 18:56:53] - Enter The 3-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004257
DEBUG - [08/20 18:56:53] - Enter The 4-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004251
DEBUG - [08/20 18:56:53] - Enter The 5-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004246
DEBUG - [08/20 18:56:53] - Enter The 6-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004240
DEBUG - [08/20 18:56:53] - Enter The 7-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004234
DEBUG - [08/20 18:56:53] - Enter The 8-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004228
DEBUG - [08/20 18:56:53] - Enter The 9-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004220
DEBUG - [08/20 18:56:53] - Enter The 10-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004211
DEBUG - [08/20 18:56:53] - Enter The 11-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004201
DEBUG - [08/20 18:56:53] - Enter The 12-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004191
DEBUG - [08/20 18:56:53] - Enter The 13-th iteration of inner loop
DEBUG - [08/20 18:56:53] - The improvement of inner step is 0.004182
DEBUG - [08/20 18:56:53] - Enter The 14-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004172
DEBUG - [08/20 18:56:54] - Enter The 15-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004163
DEBUG - [08/20 18:56:54] - Enter The 16-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004153
DEBUG - [08/20 18:56:54] - Enter The 17-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004143
DEBUG - [08/20 18:56:54] - Enter The 18-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004132
DEBUG - [08/20 18:56:54] - Enter The 19-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004121
DEBUG - [08/20 18:56:54] - Enter The 20-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004111
DEBUG - [08/20 18:56:54] - Enter The 21-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004100
DEBUG - [08/20 18:56:54] - Enter The 22-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004090
DEBUG - [08/20 18:56:54] - Enter The 23-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004079
DEBUG - [08/20 18:56:54] - Enter The 24-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004068
DEBUG - [08/20 18:56:54] - Enter The 25-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004058
DEBUG - [08/20 18:56:54] - Enter The 26-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004047
DEBUG - [08/20 18:56:54] - Enter The 27-th iteration of inner loop
DEBUG - [08/20 18:56:54] - The improvement of inner step is 0.004036
DEBUG - [08/20 18:56:54] - Enter The 28-th iteration of inner loop
